"EGID";"EDID";"Strada";"Civico";"X";"Y";"NroPiani";"AbitazioniPrimarie";"AbitazioniSecondarie"
190168586;0;"Via In Selva";"9";715045;95957;2;1;0
190168591;0;"Via Navree";"7b";719517;99712;2;1;0
190168882;0;"Via Cella San Zeno";"8";719873;100273;3;2;1
190169243;0;"Via Ronchetti";"1";719591;100793;2;6;0
190169282;0;"Via Carà";"14";715008;95943;2;1;0
190169918;0;"Via Antonio Vanoni";"4";717353;96663;7;15;2
190170350;0;"Via Sin-Tea";"9";716002;90269;2;1;0
190170374;0;"Piandera";;723906;104814;2;2;0
190170395;0;"Strada della Castellanza";"26";719768;101349;2;1;0
190170396;0;"Strada della Castellanza";"28";719776;101337;2;1;0
190170466;0;"Via Massago";"51";719118;96111;2;1;0
190170733;0;"Strada dal Pozz";"2";715305;93624;3;2;0
190170766;0;"Via Maria Boschetti-Alberti";"5";717601;97074;7;20;0
190171113;0;"Cioascio";;722950;102610;2;0;1
190172094;0;"Via alla Chiesa";"21";714342;90966;2;1;0
190172767;0;"Senté dro Murín";"2";720194;101846;3;1;0
190172769;0;"Senté dro Murín";;720192;101841;3;0;1
190172797;0;"Signora";;724352;105773;2;1;0
190172945;0;"Via dei Bonoli";"42";715471;96154;2;1;0
190173257;0;"Stráda de Prò";"6a";720130;102020;2;0;1
190173498;0;"Via Giacomo Brentani";"2";717649;97523;6;18;0
190173500;0;"Via Val Magìn";"3";719695;100733;4;12;0
190173500;1;"Via Val Magìn";"1";719695;100733;4;6;2
190174811;0;"Bogno";;725553;105748;2;1;0
190175027;0;"Via Reté";"20a";719831;100848;2;1;0
190175028;0;"Via Reté";"20";719841;100848;2;1;0
190175029;0;"Via Reté";"18";719861;100848;2;1;0
190175030;0;"Via Reté";"18a";719851;100848;2;1;0
190175089;0;"Via del Bosco";"1";719036;96716;4;1;0
190176929;0;"Treciò";;723173;104334;2;1;0
190177424;0;"Signora";;724326;105695;3;0;1
190177472;0;"Via Colombei";"22";716054;90290;2;1;0
190178548;0;"Via Lugia";"38";716349;90685;2;1;0
190178549;0;"Via Lugia";"38a";716358;90676;2;1;0
190178550;0;"Via Lugia";"40";716368;90670;2;0;1
190178756;0;"Via Baldassare Longhena";"20";717340;97276;3;1;0
190181197;0;"Via Colombei";"28";716080;90289;2;2;0
190183270;0;"Via Torquato Tasso";"6";716966;95735;4;7;1
190183405;0;"Viale dei Faggi";"19";718115;96461;6;8;1
190183610;0;"Via dei Faggi";"23b";716389;93851;12;22;13
190183623;0;"Via Arbostra";"3";718473;98060;6;21;1
190184292;0;"Via Bellavista";"12";718841;96403;3;1;0
190187039;0;"Stráda de Vérscior";"5";719775;102095;2;1;0
190187045;0;"Strada della Castellanza";"94a";720046;101658;3;1;0
190187050;0;"Strada della Castellanza";"94b";720033;101666;3;1;0
190187052;0;"Strada della Castellanza";"94c";720020;101674;3;1;0
190187160;0;"Via alla Fontana";"3";719187;95897;3;1;0
190188600;0;"Stráda dra Vall";"30";720265;101882;2;1;0
190190041;0;"Treciò";;723180;104338;2;1;0
190191073;0;"Stráda dar Ròcol";"2";719270;101304;2;1;0
190191666;0;"Bogno";;725533;105737;4;1;0
190191738;0;"Via Fontanella";"5";716017;90078;2;1;0
190191851;0;"Via Colombei";"26";716037;90281;2;1;0
190191859;1;"Via Ventuno";"3";718986;98405;3;1;1
190193511;0;"Via Montaa";"1";715972;90663;3;2;0
190193672;0;"Strada della Castellanza";"43";719832;101797;2;1;0
190196605;0;"Strada da Sora";"37";715958;90636;2;1;0
190196856;0;"Stráda dra Cavéta";"13";719334;101336;2;1;0
190196858;0;"Via Nodivra";"5";716388;91152;3;1;0
190196876;0;"Stráda dra Vall";"11a";720160;101760;2;2;0
190196930;0;"Via Principale";"47";715992;90584;2;0;1
190197012;0;"Stráda de Sesturánch";"19b";719228;101396;2;1;0
190197015;0;"Stráda de Sesturánch";"19a";719241;101399;2;1;0
190197017;0;"Stráda de Sesturánch";"19d";719233;101377;2;1;0
190197019;0;"Stráda de Sesturánch";"19c";719246;101380;2;1;0
190197828;0;"Stráda de Puntím";"8";719914;101407;3;1;0
190197881;0;"Stráda de Sesturánch";"29";719196;101371;2;1;0
190198262;0;"Via Maistra";"17";716059;90691;3;1;0
190198400;0;"Via Soree";"8";716124;90671;3;0;1
190198403;0;"Via Soree";"3";716117;90683;3;1;0
190198437;0;"Via Ghett";"7";716134;90697;3;1;0
190198471;0;"Via Principale";"30";716147;90810;2;0;1
190199609;0;"Piazza Montaa";"8";715962;90600;2;0;1
190200241;0;"Via Bellagna";"2a";716441;90908;1;0;1
190200243;0;"Via Bellagna";"2c";716456;90894;2;0;1
190200244;0;"Via Bellagna";"2d";716460;90885;2;0;1
190201264;0;"Certara";;725379;104947;1;1;0
190201290;0;"Via Nav";"15";716282;90326;;0;0
190201294;0;"Via Principale";"18";716369;91090;2;1;0
190201330;0;"Via Fola";"3";718877;100330;1;0;0
190201339;0;"Scareglia";;723819;105851;;0;0
190201340;0;"Signora";;724397;105731;;0;0
190201950;0;"Sonvico";;721232;102166;;0;0
190201951;0;"Sonvico";;719247;101943;;0;0
190202409;0;"Novèll";"10";719434;101100;3;2;0
190203741;0;"Via Ronchetti";"12";716479;91733;2;1;0
190203744;0;"Via Ronchetti";"14";716478;91711;2;1;0
190203747;0;"Via Nodivra";"30";715798;90810;2;1;0
190203750;0;"Via Lugia";"42";716373;90714;2;1;0
190203756;0;"Via Colombei";"20";716066;90306;2;1;0
190204227;0;"Stráda dra Vall";"7";720390;102048;2;1;0
190204230;0;"Stráda dra Vall";"9";720402;102051;2;1;0
190205064;0;"Via Canonico Manera";"4";719835;100506;3;3;2
190205064;1;"Via Canonico Manera";"6";719835;100506;3;0;0
190205510;0;"Via Sirano";"11";720013;100667;4;6;0
190205946;0;"Via Pronuovo";"28";719728;99840;3;0;1
190206682;0;"Cimadera";;724301;104433;2;1;0
190206703;0;"Bogno";;725644;105559;2;1;0
190207046;0;"ra Bressanèla";"1d";720018;101657;2;1;0
190207048;0;"ra Bressanèla";"1a";719985;101673;2;1;0
190207081;0;"Strada della Castellanza";"94";720061;101651;2;1;0
190207411;0;"Bogno";;725554;105673;2;0;1
190207414;0;"Bogno";;725544;105672;2;0;1
190207424;0;"Bogno";;725556;105654;1;0;1
190207426;0;"Bogno";;725541;105652;3;1;0
190207427;0;"Bogno";;725539;105633;3;2;0
190207428;0;"Bogno";;725540;105604;3;1;0
190207439;0;"Bogno";;725513;105547;2;1;0
190207673;0;"Bogno";;725599;105622;3;0;3
190207675;0;"Bogno";;725549;105589;2;1;0
190207676;0;"Bogno";;725619;105599;2;1;0
190207677;0;"Bogno";;725623;105592;2;0;1
190207678;0;"Bogno";;725601;105596;2;0;1
190207679;0;"Bogno";;725626;105563;3;1;0
190207689;0;"Bogno";;725627;105542;3;1;0
190207782;0;"Cima Fronte";;725664;104872;2;0;1
190207791;0;"Certara";;725373;105016;2;1;0
190207855;0;"Bogno";;725630;105538;3;1;0
190207859;0;"Bogno";;725457;105516;1;1;0
190207872;0;"Bogno";;725592;105527;2;1;0
190207916;0;"Bugertone";;725717;105614;2;1;0
190209642;0;"Bogno";;725561;105593;2;0;1
190211691;0;"Bogno";;725319;105534;2;2;0
190211807;0;"Bogno";;725514;105930;2;1;0
190211812;0;"Bogno";;725545;105896;2;0;1
190211816;0;"Bogno";;725535;105865;2;1;0
190211817;0;"Bogno";;725552;105834;2;1;0
190218007;1;"Insone";;722755;105013;2;0;1
190229369;1;"Via Reté";"8";719915;100761;3;6;0
190301708;0;"Via Nav";"5";716144;90528;;0;0
190316269;0;"Via Colombei";"8";716056;90402;2;3;1
190316468;0;"Certara";;725390;105084;3;1;0
190335109;0;"Piandera";;723862;104805;1;1;0
190335129;0;"Insone";;723160;105147;1;1;0
190335149;0;"Cozzo";;725536;106368;2;1;0
190335168;0;"Cozzo";;725542;106368;2;0;1
190335268;0;"Maglio di Colla";;724590;105519;2;1;0
190336691;0;"Via Nav";"10";716189;90360;1;1;0
190343208;0;"Via Maistra";"23";716003;90654;3;1;0
190343248;0;"Via Ronchetti";"6";716479;91778;2;0;2
190343350;0;"Via Madonna d'Ongero";"2";715686;90240;2;1;0
190343428;0;"Via Lugia";"43";716529;90898;2;1;0
190343548;0;"Via Maistra";"5";716094;90714;2;1;0
190343788;0;"Strada da Sora";"29";715997;90679;2;1;0
190345089;0;"Piandera";;723918;104793;2;1;0
190347648;0;"Via Principale";"69";715927;90247;2;1;0
190355531;0;"Piandera";;724005;104847;2;1;1
190355568;0;"Curtina";;722600;104647;2;1;0
190355588;0;"Piandera";;723763;104651;2;1;0
190355589;0;"Insone";;723140;105334;2;1;0
190355608;0;"Insone";;723036;105117;2;1;0
190355628;0;"Insone";;723082;105170;2;1;0
190355629;0;"Insone";;723074;105168;2;1;0
190355630;0;"Insone";;723047;105167;2;1;0
190355648;0;"Maglio di Colla";;723634;104980;1;1;0
190355669;0;"Curtina";;722673;104519;2;1;0
190355729;0;"Insone";;723048;105527;2;1;0
190355749;0;"Curtina";;722611;104624;2;1;0
190355788;0;"Piandera";;723853;104806;2;1;0
190355809;0;"Cozzo";;725558;106357;2;2;0
190355829;0;"Barchi di Colla";;725106;106721;2;0;1
190355835;0;"Scareglia";;723609;105552;3;1;0
190363290;0;"Insone";;723059;105051;2;1;0
190364609;0;"Ra Róda";"4";719611;101386;3;1;0
190366657;0;"Colla";;724881;105842;2;2;0
190366728;0;"Strada della Castellanza";"94d";720007;101688;3;1;0
190366730;0;"ra Bressanèla";"1b";719999;101669;3;1;0
190366770;0;"Strada della Castellanza";"94e";719995;101688;3;1;0
190366791;0;"ra Bressanèla";"1c";720008;101663;3;1;0
190366793;0;"ra Bressanèla";"1e";720028;101651;3;1;0
190382569;0;"Via alla Zòca";"8";719773;100635;3;1;1
190392793;0;"Via Ronchetti";"7";716517;91742;2;1;0
190402448;0;"Via Ferruccio Pelli";"12";717168;96268;7;0;0
190404672;0;"Stráda de Vérscior";"2";719802;102125;3;1;0
190404672;1;"Strada della Castellanza";"101";719802;102125;3;1;0
190406990;0;"Strada della Castellanza";"37";719832;101743;2;1;0
190407350;0;"Strada della Castellanza";"123";720217;102079;2;1;0
190407968;0;"Strada della Castellanza";"35";719832;101735;2;1;0
190408372;0;"Via Maistra";"20";715986;90643;2;1;0
190421108;0;"Via Cantonale";"6";715166;91615;2;0;0
190421169;0;"Signora";;724484;105663;2;1;0
190421434;0;"Stráda de Lógh";"26";720240;101972;2;1;0
190422888;0;"Stráda de Puntím";"6";719896;101425;2;1;0
190426088;0;"Via Ronchetti";"15";719467;100704;3;1;0
190426110;0;"Via Sirano";"14";720044;100560;2;1;0
190426128;0;"Via Sirano";"14a";720044;100576;2;1;0
190441249;0;"Scareglia";;723555;105624;2;1;0
190447009;0;"Via Giuseppe Bagutti";"4";717527;96761;7;0;0
190447010;0;"Bogno";;725182;105493;2;0;1
190447074;0;"Certara";;725393;104976;4;3;0
190447076;0;"Certara";;725154;105197;2;1;0
190447149;0;"Certara";;725174;105103;2;1;0
190447209;0;"Certara";;725393;105012;3;1;1
190449668;0;"Via Nava";"12b";718965;98569;3;3;0
190449792;0;"Via Cabiàgh";"13";719307;99336;1;1;0
190450348;0;"Via Orbisana";"26c";714917;95536;2;1;0
190450348;1;"Via Orbisana";"26d";714917;95536;2;1;0
190450808;0;"Ra Stráda Cantonál";"12";720227;101216;2;1;0
190450809;0;"Ra Stráda Cantonál";"12a";720239;101205;2;1;0
190453693;0;"Certara";;725192;105105;2;2;0
190453952;0;"Via Soldino";"30";716134;96169;5;13;1
190453952;1;"Via Soldino";"32";716134;96169;5;13;0
190453952;2;"Via Soldino";"34";716134;96169;5;8;0
190454010;0;"Via Soldino";"17";716185;96125;2;0;1
190454948;0;"Ra Stráda Cantonál";"39b";720456;101588;3;1;0
190459688;0;"Via Eugenio Montale";"2";718671;97000;2;5;0
190459708;0;"Via S. Antonio";"16";715388;96983;2;1;0
190459710;0;"Ra Stráda de Vasséra";"14";720487;101267;2;1;0
190459728;0;"Via della Zòca";"2e";719356;99253;2;1;0
190459748;0;"Via dei Ronchi";"10";719531;99240;2;1;0
190459848;0;"Via Vecchio Tram";"9";719280;99449;3;1;0
190459868;0;"Via Vall'Orba";"11";719590;95836;3;1;0
190460008;0;"Via della Zòca";"2c";719327;99265;2;1;0
190460010;0;"Via della Zòca";"2d";719351;99264;2;1;0
190460028;0;"Sentiero per i Ciapei";"2";719370;99038;5;0;1
190460028;1;"Sentiero per i Ciapei";"4";719370;99038;5;1;0
190460028;2;"Sentiero per i Ciapei";"6";719370;99038;5;1;0
190460028;3;"Sentiero per i Ciapei";"8";719370;99038;5;1;0
190460668;0;"Via Pazzalino";"1";718376;96854;3;0;0
190461088;0;"Via Ventuno";"3a";718958;98412;2;1;0
190463309;0;"Sentiero Alpe Bolla";"1";720715;96820;4;1;0
190463309;1;"Via Cai";"34";720715;96820;4;0;0
190465114;0;"Via Pico";"17";718566;96298;7;11;0
190465114;1;"Via Pico";"19";718566;96298;7;11;0
190468248;0;"Via Beltramina";"19a";717880;97287;7;16;2
190468248;1;"Via Beltramina";"19b";717880;97287;7;16;3
190468288;0;"Sentiero di Gandria";"14";720220;95763;;0;0
190468328;0;"Via Brè";"31";720617;96624;3;0;0
190468368;0;"Piazzetta San Giuseppe";"4";719283;98958;3;0;1
190468489;0;"Strada di Pregassona";"47f";719056;98058;1;1;0
190470908;0;"Via Vedreggio";"5";718611;97703;3;1;0
190472048;0;"Strada San Maurizio";"6";717184;97718;3;0;1
190473149;0;"Via Ceresolo";"16";716122;92126;2;1;0
190478448;0;"Valcolla";;724467;105974;3;2;0
190478450;0;"Certara";;725352;105046;2;0;1
190481810;0;"Via Campi della Lepre";"12";719455;100234;4;2;0
190484008;0;"Via Tanello";"4";719438;95877;2;1;0
190489328;0;"Via Bassone";"6a";719366;96305;2;1;0
190489388;0;"Via Vecchio Tram";"8a";719261;99521;2;1;0
190489828;0;"Strada di Pregassona";"47g";719058;98072;2;1;0
190489848;0;"Strada di Pregassona";"47h";719057;98089;2;1;0
190490728;0;"Via Denti della Vecchia";"5";719984;100615;2;1;0
190494929;0;"Strada di Pregassona";"53a";719047;98186;3;2;0
190495449;0;"Via della Zòca";"2b";719335;99275;2;1;0
190503249;0;"Via Giuseppe Zoppi";"5";716961;96205;4;1;0
190509968;0;"Via alla Chiesa";"5";714250;90883;3;1;0
190509988;0;"Via Ruggì";"5a";718810;98454;2;1;0
190511228;0;"Via Cesare Cantù";"6";717196;96942;5;4;2
190514768;0;"Stráda dar Lavatòi";"16";719518;101297;3;5;0
190516528;0;"Strada Cantonale";"4";719252;98754;3;1;0
190517668;0;"Via Antonio Olgiati";"3";717253;96739;7;21;1
190518168;0;"Via Belvedere";"13";719507;99242;2;1;0
190518248;0;"Strada di Pregassona";"74g";719147;98477;3;1;0
190518251;0;"Strada di Pregassona";"74h";719146;98471;2;1;1
190521928;0;"Via Lucino";"32";715710;96217;5;6;2
190521929;0;"Via Lucino";"34";715691;96237;5;10;0
190526409;0;"Via San Gottardo";"1f";719541;98024;3;1;0
190532068;0;"Via Carolina Maraini-Sommaruga";"16";717271;97630;2;1;0
190532148;0;"Stráda de Prò";"6";720125;102022;2;1;0
190533188;0;"Via Sole";"18a";718732;96282;1;1;0
190536128;0;"Via Collina d'Oro";"6";716386;94773;2;1;0
190536149;0;"Via Collina d'Oro";"6a";716396;94771;3;0;1
190536189;0;"Via Cantonale";"50";714281;90162;3;9;0
190540969;0;"Via Tesserete";"71a";717160;97384;3;1;0
190544149;0;"Via al Roccolo";"13";718998;96497;2;3;0
190544151;0;"Via al Roccolo";"11";718986;96522;3;1;1
190544228;0;"Via San Gottardo di Cureggia";"30";719218;97627;3;4;1
190544249;0;"Via Loreto";"24";716653;95105;5;5;3
190557568;0;"Via Vassera";"14";720265;100926;2;1;0
190557728;0;"Via al Ponte";"5";719821;100233;3;1;0
190558469;0;"Via Ventuno";"1b";719013;98406;3;6;0
190558609;0;"Via Avv. B. Leoni";"61";715193;95403;4;8;0
190558748;0;"Via Navree";"26";719684;99613;2;1;0
190573588;0;"Via Pezò";"32";719058;98481;3;3;0
190581708;0;"Via alla Piana";"11";718535;98104;5;10;0
190581748;0;"Strada San Maurizio";"2";717326;97812;2;1;0
190581769;0;"Strada San Maurizio";"2a";717328;97823;2;1;0
190581788;0;"Strada San Maurizio";"2b";717329;97823;2;1;0
190584769;0;"Via Vignola";"25";717737;97214;6;13;5
190585608;0;"Via al Boschetto";"2a";716316;94545;2;4;3
190585790;0;"Via Tomaso Rodari";"12";716722;95950;7;21;3
190587048;0;"Stráda de Puntím";"4";719915;101436;2;1;0
190587668;0;"Via dei Faggi";"6";716320;93892;6;6;1
190587668;1;"Via dei Faggi";"6a";716320;93892;6;6;1
190588411;0;"Via Pedemonte";"14";718508;96649;4;9;0
190588708;0;"Via del Sole";"11b";718454;97383;5;8;0
190588908;0;"Via Sass Curona";"21";715279;96254;3;2;0
190589150;0;"Via Avv. B. Leoni";"16";715361;95955;2;1;0
190589188;0;"Via Stazione";"14a";718826;97797;4;6;1
190589208;0;"Via Stazione";"14b";718823;97833;4;7;0
190589229;0;"Via Stazione";"14c";718815;97861;4;7;0
190589608;0;"Strada di Soragno";"18a";719449;98991;2;1;0
190589633;0;"Via Albonago";"32b";718884;96924;3;3;0
190589648;0;"Via Albonago";"32c";718882;96894;3;2;1
190589669;0;"Via Albonago";"32d";718872;96864;3;0;3
190589868;0;"Via Corte";"28";718907;98316;4;5;0
190589928;0;"Strada di Gandria";"35";719346;95654;3;1;1
190589948;0;"Via Agra";"10";714430;91120;2;0;1
190589969;0;"Via Agra";"10a";714443;91113;2;1;0
190589971;0;"Via Agra";"10b";714450;91126;2;1;0
190589988;0;"Via Agra";"10c";714443;91141;2;1;0
190589993;0;"Via Agra";"12";714427;91141;2;0;1
190590068;0;"Via al Lago";"38";713339;91118;2;0;1
190590068;1;"Via al Lago";"38a";713339;91118;2;1;0
190590068;2;"Via al Lago";"38b";713339;91118;2;1;0
190590068;3;"Via al Lago";"38c";713339;91118;2;1;0
190590089;0;"Via al Lago";"40";713327;91161;2;1;0
190590089;1;"Via al Lago";"40a";713327;91161;2;1;0
190590089;2;"Via al Lago";"40b";713327;91161;2;1;0
190590089;3;"Via al Lago";"40c";713327;91161;2;0;1
190590268;0;"Via della Zòca";"2a";719345;99285;2;1;0
190590368;0;"Via Gemmo";"3";716009;96510;7;14;0
190590489;0;"Via Pico";"24";718588;96352;9;2;3
190590489;1;"Via Pico";"26";718588;96352;9;6;0
190590493;0;"Via dei Ronchi";"10a";719549;99241;2;1;0
190590908;0;"Gradinata ai Ronchi";"2";718613;96804;2;2;0
190590910;0;"Gradinata ai Ronchi";"4";718624;96830;2;2;0
190591072;0;"Via San Carlo";"12";715675;96869;3;9;0
190591088;0;"Via San Carlo";"14";715627;96879;3;9;0
190591111;0;"Via Bassone";"6";719374;96285;3;1;0
190591251;0;"Via Trevano";"78a";717625;97487;7;17;0
190591251;1;"Via Trevano";"78";717625;97487;7;5;0
190591292;0;"Via Prati Botta";"4";714651;91095;2;1;0
190591308;0;"Via Ligaino";"19a";718853;98031;2;0;1
190591328;0;"Via Stazione";"4a";718903;97715;2;1;1
190591448;0;"Via Arbostora";"24";716000;92557;3;2;0
190591468;0;"Via Antonio Vanoni";"3";717341;96622;6;5;0
190591548;0;"Via Aprica";"1";716618;95793;4;4;0
190591568;0;"Via Giuseppe Stabile";"12";716627;95777;4;9;0
190591889;0;"Via alla Cà";"8";714641;91249;2;1;0
190592248;0;"Via Ligaino";"7";719008;98102;3;3;0
190592328;0;"Via al Fiume";"7a";718093;97126;7;17;2
190592548;0;"Via dei Panora";"7a";715039;95453;3;1;0
190592688;0;"Via Senago";"36";715996;93543;3;2;0
190592708;0;"Strada Sapèll";"4";715861;94111;2;1;0
190594668;0;"Stráda de Puntím";"2";719928;101444;3;1;0
190596408;0;"Via Pineta";"40a";721176;96936;2;3;0
190597788;0;"Via Carona";"45";716533;93444;1;0;1
190599389;0;"Via Arbostra";"13";718649;98075;4;6;0
190599429;0;"Ra Stráda Cantonál";"39a";720453;101568;2;1;0
190599588;0;"Ra Stráda de Pian Parlò";"4";720240;101191;3;1;0
190599729;0;"Via Carolina Maraini-Sommaruga";"10";717153;97459;2;1;1
190599810;0;"Via Pico";"29";718491;96424;7;7;0
190599828;0;"Ra Stráda Cantonál";"28c";720305;101467;3;1;0
190599889;0;"Via Trevano";"85";717603;97661;5;6;0
190599889;1;"Via Trevano";"87";717603;97661;5;5;1
190599889;2;"Via Ronchetto";"1c";717603;97661;5;0;0
190599930;0;"Via Sassa";"9";717176;96974;5;10;0
190599949;0;"Via Caprino";"40";719386;93513;2;1;0
190600208;0;"Via delle Aie";"15";717822;97138;6;10;0
190600242;0;"Viottolo dei Frassini";"1";719372;95947;4;1;0
190600242;2;"Viottolo dei Frassini";"1a";719372;95947;4;1;0
190600242;3;"Viottolo dei Frassini";"1b";719372;95947;4;1;0
190600288;0;"Strada di Soragno";"24b";719481;99154;3;6;0
190600292;0;"Strada di Soragno";"24a";719477;99114;3;5;1
190600308;0;"Via Giacomo e Filippo Ciani";"3";717794;96768;7;16;1
190600308;1;"Via Giacomo e Filippo Ciani";"5";717794;96768;7;9;1
190600308;2;"Via Giacomo e Filippo Ciani";"7";717794;96768;7;12;0
190600469;0;"Via Guglielmo Canevascini";"16";716037;96482;7;18;5
190600469;1;"Via Guglielmo Canevascini";"14";716037;96482;7;9;0
190600469;2;"Via Guglielmo Canevascini";"16a";716037;96482;7;13;3
190601048;0;"Sentiero dei Castagni";"12d";719056;97031;2;1;0
190601372;0;"Via Funicolare";"5";716700;93662;3;8;0
190602593;0;"Via Giuseppe Curti";"11";717511;96441;3;0;0
190607290;0;"Via Ruvigliana";"33";718785;96498;3;5;3
190607530;0;"Via Giuseppe Maggi";"16";718168;98024;8;17;2
190607550;0;"Via Giuseppe Maggi";"16a";718181;98057;8;22;0
190607610;0;"Via Carlo Maderno";"23";717473;96630;6;12;3
190607728;0;"Via ai Ronchetti";"12";719419;99369;2;1;0
190607730;0;"Via Belvedere";"4f";719469;99360;2;1;0
190607731;0;"Via ai Ronchetti";"10";719432;99367;2;1;0
190607744;0;"Via ai Ronchetti";"8";719445;99365;2;1;0
190608753;0;"Piazza Bernardino Luini";"7";716940;95339;;0;0
190610869;0;"Via Ravez";"1";716040;90513;2;1;0
190612417;0;"Via del Sole";"4";719615;100770;2;1;0
190612420;0;"Via del Sole";"6";719604;100773;2;1;0
190612492;0;"Strada di Pregassona";"40b";719079;97994;2;1;0
190613230;0;"Via Ruggì";"1";718874;98437;2;3;0
190613230;1;"Via Ruggì";"1a";718874;98437;2;2;0
190616293;0;"al Ronco Riva";"22";716393;94921;2;1;0
190618670;0;"Strada Cantonale";"3f";719116;98768;2;1;0
190619648;0;"Via Camara";"54";715491;96562;3;6;0
190619667;0;"Via Valghée";"1";716014;91978;2;1;0
190624010;0;"Via Vecchio Tram";"15";719113;98734;2;1;0
190624108;0;"Strada di Soragno";"24g";719506;99130;3;1;0
190624168;0;"Via Riviera";"5";718688;95991;2;1;0
190624470;0;"Stráda de Sesturánch";"3";719330;101425;3;1;0
190624611;0;"Via Beltramina";"15";717817;97291;7;11;0
190630508;0;"ra Bressanèla";"23";719846;101444;2;0;2
190630513;0;"Via del Sole";"24a";718222;97423;5;9;0
190630589;0;"Via Pedemonte";"36";718578;96969;3;4;2
190633048;0;"Stráda dra Cavéta";"22";719238;101329;3;1;0
190633068;0;"Sonvico";;720141;102017;1;0;1
190639108;0;"Via al Chioso";"11";718020;96476;7;12;5
190641352;0;"Salita Viarno";"28";718558;97251;4;15;0
190642269;0;"Via del Canvetto";"1";717471;97273;7;16;1
190642310;0;"Via Povrò";"19";716187;97061;2;1;0
190643189;0;"Via Pronuovo";"21";719697;99958;5;4;0
190645348;0;"Via Arbostra";"26";718822;98310;4;2;1
190646408;0;"Piandera";;723910;104771;2;1;0
190647155;0;"Via Sarera";"14";715277;95803;2;1;0
190648750;0;"Stráda dra Stámpa";"4";719442;101280;2;1;0
190649928;0;"Ra Stráda de Vasséra";"16";720503;101245;2;1;0
190650552;0;"Via Ceresolo";"14";716114;92139;2;1;0
190650988;0;"Via Luigi Lavizzari";"18";717702;96260;7;6;8
190650988;1;"Via Serafino Balestra";"20";717702;96260;7;0;0
190654129;0;"Insone";;723126;105183;3;1;0
190656971;0;"Via San Gottardo";"12a";719607;97896;2;1;0
190657429;0;"Via Pree";"1";714878;90841;4;6;4
190657429;1;"Via Pree";"3";714878;90841;4;9;6
190657431;0;"Via Pree";"2";714847;90870;4;12;0
190657431;1;"Via Pree";"4";714847;90870;4;14;0
190657432;0;"Via Pree";"5";714834;90794;4;9;1
190657432;1;"Via Pree";"7";714834;90794;4;12;3
190657438;0;"Via Pree";"6";714792;90811;4;9;2
190657438;1;"Via Pree";"8";714792;90811;4;12;0
190659550;0;"Riva Antonio Caccia";"10a";716773;94692;7;10;1
190659689;0;"Canton dra Delfa";"2";719987;100544;3;6;0
190659788;0;"Vicolo Ombroso";"1a";719247;95890;3;1;0
190671409;0;"Via Dassone";"16";720103;101035;2;1;0
190673469;0;"Malpensata";;724198;105320;;0;0
190679608;0;"Sentiero Bolla";"13a";719750;97735;2;1;0
190680188;0;"Via Cortivo";"10b";719361;95508;2;0;0
190680688;0;"Via Soreso";"7";714635;90749;2;1;0
190680888;0;"Via Sorengo";"18";716442;95900;5;10;3
190691131;0;"Via Clemente Maraini";"1a";716893;95889;2;0;0
190691269;0;"Via Pineta";"57a";720987;97127;1;1;0
190691589;0;"Via Giovanni Maraini";"19";718479;98456;;0;0
190692209;0;"Via Aldesago";"19b";719157;96686;2;1;0
190692469;0;"Via Foce";"5";718014;95746;;0;0
190695849;0;"Via Rava";"17";719301;96527;4;2;0
190696909;0;"Via Arbostora";"21";716073;92476;3;1;0
190696929;0;"Via Arbostora";"25";716092;92468;3;1;0
190696949;0;"Via Arbostora";"19";716081;92488;3;1;0
190696969;0;"Via Arbostora";"23";716101;92481;3;1;0
190710669;0;"Via Ugo Foscolo";"6";716806;95230;5;4;8
190722529;0;"Ra Stráda de Cavárga";"9a";720411;101358;2;1;0
190726110;0;"Stráda d'Óglia";"4";719813;101736;3;1;0
190727169;0;"Viale Stefano Franscini";"19a";717349;96594;2;0;0
190727389;0;"Via Ronchetto";"1";717620;97728;1;0;0
190727429;0;"Via Giuseppe Bagutti";"13";717511;96980;1;0;0
190728149;0;"Via Campagna";"7b";719567;100448;3;1;0
190728169;0;"Via Campagna";"7a";719561;100439;3;2;0
190728189;0;"Via Campagna";"7";719560;100428;3;1;0
190733049;0;"Via Canonico Manera";"10";719850;100513;3;1;1
190735931;0;"Via Cassarinetta";"20";716407;94528;5;11;3
190742789;0;"Via Sirano";"14b";720041;100593;2;1;0
190746269;0;"Piazza della Fontana";"2";719876;100533;3;5;0
190746309;0;"Via Ferruccio Pelli";"10";717197;96255;7;11;1
190750229;0;"Via Senago";"9a";716259;93487;2;3;1
190753289;0;"Via Dott. G. Polar";"4";715904;96544;3;3;1
190757289;0;"Piandera";;723848;104805;4;0;1
190758989;0;"Via Lucino";"62";715435;95921;2;1;0
190761009;0;"Via Riviera";"14c";719006;95528;2;1;0
190763189;0;"Sentiero Alpe Bolla";"5";720730;96827;2;1;0
190765029;0;"Via Casoro";"2a";713944;90099;2;0;0
190765110;0;"Via Casoro";"2b";713956;90113;2;0;0
190765209;0;"Via alla Chiesa";"3";714330;90658;2;0;0
190765930;0;"Strada Bagiòn";"10";715518;93898;1;0;0
190765969;0;"Via Massagno";"3";717020;96444;3;1;0
190766769;0;"Via Riviera";"14a";718979;95549;2;0;1
