"EGID";"EDID";"Strada";"Civico";"X";"Y";"NroPiani";"AbitazioniPrimarie";"AbitazioniSecondarie"
728736;0;"Via Casoro";"14";713759;90209;2;1;0
728818;0;"Via Cantonale";"73";713776;89763;3;3;0
728818;1;"Via Monte Panorama";"6";713776;89763;3;1;0
728818;2;"Via Monte Panorama";"4";713776;89763;3;1;0
728818;3;"Via Monte Panorama";"2";713776;89763;3;1;0
728818;4;"Via Monte Panorama";"8";713776;89763;3;1;0
728818;5;"Via Cantonale";"73a";713776;89763;3;0;1
728907;0;"Via Cantonale";"35";714747;90371;;0;0
730636;0;"Bogno";;725455;105550;2;1;0
730647;0;"Bogno";;725534;105570;2;0;1
730752;0;"Bascomuni";;725983;106049;;0;0
731570;0;"Vicolo Selvetta";"1a";715428;96368;1;0;0
731585;0;"Via Vergiò";"26";715748;96827;2;0;0
731585;1;"Via San Carlo";"7";715748;96827;2;0;0
731594;0;"Via Vergiò";"8";715925;96651;6;1;0
731595;0;"Via Sass Curona";"1";715279;96037;2;0;0
731604;0;"Via Lucino";"3";715963;96442;4;0;0
731612;0;"Via Dott. G. Polar";"69a";715462;96095;5;5;2
731612;1;"Via Dott. G. Polar";"69c";715462;96095;5;5;2
731612;2;"Via Dott. G. Polar";"69b";715462;96095;5;5;2
731614;0;"Via Dott. G. Polar";"46";715467;96379;3;0;0
731621;0;"Via Cresperone";"2a";715627;97130;3;0;0
731628;0;"Via Camara";"17";715678;97032;3;0;0
731628;1;"Via Camara";"19";715678;97032;3;0;0
732921;0;"Via Denti della Vecchia";"2";719907;100591;1;0;0
735899;0;"Salita della Chiesa";"3";719408;99555;2;1;0
736254;0;"Lung Portic";"4";721118;96052;4;2;0
736301;0;"Piazza Lucchini";"7";721219;96099;4;0;1
736332;0;"Via Cantonale";"36";721871;96720;2;0;0
737874;0;"Via Giacomo Brentani";"1";717657;97562;1;1;0
737920;0;"Via Monte Boglia";"8";717712;97410;2;1;0
738040;0;"Via Marco da Carona";"10";717774;96893;10;0;0
738119;0;"Via Bertaro Lambertenghi";"10a";717692;96545;5;1;0
738131;0;"Via Carlo Maderno";"15";717444;96522;5;12;0
738159;0;"Corso Elvezia";"27";717518;96402;5;1;0
738201;0;"Viale Carlo Cattaneo";"4";717863;95969;6;0;0
738225;0;"Corso Elvezia";"16";717518;96261;7;0;0
738225;1;"Via Serafino Balestra";"14";717518;96261;7;0;0
738241;0;"Via Emilio Bossi";"6";717416;96160;5;3;0
738249;0;"Via Carlo Frasca";"10";717401;96125;5;0;0
738253;0;"Via Giovan Battista Pioda";"8";717381;96160;6;0;0
738279;0;"Via Emilio Bossi";"3";717341;96195;7;0;0
738283;0;"Via Giovanni Nizzola";"2";717309;96032;6;3;0
738286;0;"Via Ludovico Ariosto";"1";717167;96043;5;1;0
738291;0;"Via Pietro Peri";"5";717107;95990;7;0;0
738305;0;"Piazza Cioccaro";"1";717080;95881;5;0;0
738305;1;"Via Pessina";"15";717080;95881;5;0;0
738310;0;"Piazza Cioccaro";"12";717056;95941;7;2;0
738330;0;"Via Nassa";"3b";717110;95779;6;0;0
738331;0;"Via Pessina";"10";717109;95858;5;0;0
738338;0;"Via Francesco Soave";"2";717149;95893;6;0;0
738339;0;"Via Francesco Soave";"4";717144;95892;5;1;0
738341;0;"Via Gerolamo Vegezzi";"2";717207;95889;6;0;0
738367;0;"Via Nassa";"32";717050;95663;5;2;1
738368;0;"Via Nassa";"40";717044;95628;6;0;1
738422;0;"Via Trevano";"37";717476;97219;6;27;0
738456;0;"Via Tesserete";"46";717232;97416;17;0;0
738640;0;"Via Berna";"2";717205;96496;7;31;1
738699;0;"Via Pretorio";"11";717212;96129;6;0;0
738700;0;"Via Pretorio";"13";717216;96147;7;0;0
738713;0;"Via Cantonale";"22";717101;96444;3;1;0
738751;0;"Via Cantonale";"1";717061;96145;8;0;0
738759;0;"Via Paolo Regazzoni";"8";716913;96018;6;0;1
738768;0;"Via San Gottardo";"15";716870;96203;7;24;3
738870;0;"Via Francesco Borromini";"3";716671;95985;5;0;0
738885;0;"Via Montarinetta";"2";716760;95977;4;7;0
738885;1;"Via Montarinetta";"2a";716760;95977;4;0;0
739135;0;"Via Clemente Maraini";"8";716758;95351;7;0;0
739247;0;"Riva Antonio Caccia";"12";716788;94661;7;4;1
739247;1;"Viale Giuseppe Cattori";"4";716788;94661;7;12;0
739247;2;"Riva Antonio Caccia";"13";716788;94661;7;15;1
739262;0;"Via Silvio Calloni";"14";716530;94513;5;0;0
739314;0;"Via al Boschetto";"8";716260;94237;2;0;0
739484;0;"Viale Castagnola";"16";718300;96072;3;4;0
739486;0;"Viale Castagnola";"24";718465;96044;6;0;1
739630;0;"Salita dei Castagni";"2";719014;95853;3;0;1
739667;0;"Piazza San Rocco";"1";719210;95895;3;1;0
739671;0;"Via alla Fontana";"8";719171;95919;3;1;0
739777;0;"Sentiero di Gandria";"10";720044;95681;5;1;0
739810;0;"Strada di Gandria";"39a";719413;95648;3;3;0
740088;0;"Via San Rocco";"3";719443;93784;2;2;0
740124;0;"Viale Stefano Franscini";"22";717385;96526;7;0;0
740125;0;"Viale Stefano Franscini";"20";717374;96507;3;0;0
740126;0;"Viale Stefano Franscini";"16";717367;96481;4;0;0
740128;0;"Viale Stefano Franscini";"8";717336;96386;6;0;0
740131;0;"Viale Stefano Franscini";"1";717257;96304;7;0;0
740133;0;"Via Silvio Calloni";"18";716570;94523;8;0;0
740134;0;"Viale Giuseppe Cattori";"12";716690;94608;4;0;0
740137;0;"Viale Castagnola";"4";718010;96048;1;0;0
740138;0;"Viale Cassarate";"4";717871;96143;2;0;0
740139;0;"Viale Cassarate";"1";717872;96075;3;1;0
740139;1;"Viale Carlo Cattaneo";"27";717872;96075;3;0;0
740142;0;"Via Zurigo";"46";717083;96526;6;0;0
740146;0;"Via Zurigo";"5";717473;96669;7;0;0
740156;0;"Via Vincenzo d'Alberti";"1";717269;96370;6;0;0
740156;1;"Viale Stefano Franscini";"5";717269;96370;6;0;0
740158;0;"Via Trevano";"127";717786;98053;1;0;0
740159;0;"Via Trevano";"100";717851;98081;2;0;0
740160;0;"Via Trevano";"97";717695;97825;4;0;0
740161;0;"Via Trevano";"84";717684;97635;1;0;0
740164;0;"Via Trevano";"69";717557;97442;1;0;0
740166;0;"Via Trevano";"63";717547;97417;7;1;0
740167;0;"Via Trevano";"49";717505;97297;4;0;0
740169;0;"Via Trevano";"29";717458;97140;3;0;0
740176;0;"Via Trevano";"8";717458;96955;2;0;1
740177;0;"Via Trevano";"4";717452;96876;5;0;0
740187;0;"Via Giuseppe Stabile";"8";716556;95855;3;0;0
740189;0;"Via Sorengo";"15";716479;95897;2;0;0
740193;0;"Via Sorengo";"7";716582;95933;5;0;0
740215;0;"Via Serafino Balestra";"27";717693;96294;8;0;0
740216;0;"Via Serafino Balestra";"21";717591;96293;5;0;0
740217;0;"Via Serafino Balestra";"19";717574;96302;7;0;0
740219;0;"Via Serafino Balestra";"11";717428;96300;7;0;0
740221;0;"Via Serafino Balestra";"7";717386;96300;7;0;0
740221;1;"Via Serafino Balestra";"9";717386;96300;7;1;0
740223;0;"Via Serafino Balestra";"3";717334;96301;7;0;0
740223;1;"Via Serafino Balestra";"5";717334;96301;7;0;0
740241;0;"Via Rinaldo Simen";"10";717597;96820;7;18;0
740244;0;"Via Rinaldo Simen";"3";717559;96724;3;0;0
740251;0;"Via Pretorio";"15";717217;96194;6;0;0
740252;0;"Via Pretorio";"14";717236;96108;7;0;0
740253;0;"Via Pretorio";"9";717208;96111;7;0;0
740254;0;"Via Pretorio";"3";717185;96000;6;0;1
740280;0;"Via Pessina";"8";717101;95846;5;0;0
740281;0;"Via Pessina";"7";717091;95846;4;1;0
740284;0;"Via Pessina";"1";717098;95817;4;0;0
740286;0;"Via Paolo Regazzoni";"12";716908;96067;4;0;0
740292;0;"Via Pietro Peri";"21";717026;96090;8;0;0
740292;1;"Via Pietro Peri";"21a";717026;96090;8;0;0
740292;2;"Via Pietro Peri";"21b";717026;96090;8;0;0
740293;0;"Via Pietro Peri";"18";717128;96090;6;0;0
740299;0;"Via Pietro Peri";"9";717094;96041;4;0;0
740299;1;"Via Pietro Peri";"9b";717094;96041;4;5;1
740299;2;"Via Pietro Peri";"9c";717094;96041;4;1;0
740299;3;"Via Pietro Peri";"9a";717094;96041;4;0;1
740300;0;"Via Pietro Peri";"8";717135;96026;6;0;0
740302;0;"Via Pietro Peri";"6";717135;96015;6;0;0
740308;0;"Via Pietro Capelli";"18";717929;96253;5;0;0
740312;0;"Via Giuseppe Buffi";"6";717656;96546;5;0;0
740325;0;"Via Nassa";"38";717047;95637;5;2;0
740326;0;"Via Nassa";"36";717049;95648;5;0;0
740328;0;"Via Nassa";"30";717052;95676;5;0;0
740329;0;"Via Nassa";"28";717054;95683;6;1;0
740332;0;"Via Nassa";"17";717055;95613;6;0;0
740333;0;"Via Nassa";"11";717069;95669;6;0;0
740334;0;"Via Nassa";"7a";717073;95694;4;0;0
740335;0;"Via Nassa";"5";717098;95752;6;0;0
740342;0;"Via Ferruccio Pelli";"9";717131;96265;7;1;0
740343;0;"Via Ferruccio Pelli";"7";717124;96247;4;0;0
740346;0;"Via Monte Boglia";"21";717916;97395;1;0;0
740348;0;"Via Monte Boglia";"14";717768;97398;2;0;0
740361;0;"Via Molinazzo";"2";718171;96448;7;0;0
740370;0;"Via Massago";"3";719241;95888;3;2;0
740376;0;"Via Maggio";"2";717957;96293;6;0;0
740380;0;"Via Massimiliano Magatti";"2";717267;95859;6;0;0
740381;0;"Via Massimiliano Magatti";"1";717225;95868;7;0;0
740382;0;"Via Lucerna";"7";716641;96114;2;0;0
740387;0;"Via Loreto";"6";716862;95245;5;0;0
740391;0;"Via Landriani";"10";717792;96158;5;10;1
740396;0;"Via Landriani";"1";717765;96075;7;0;0
740396;1;"Viale Carlo Cattaneo";"17a";717765;96075;7;0;0
740398;0;"Via Greina";"2";717471;96361;5;0;0
740399;0;"Via Ginevra";"4";717200;96325;5;0;0
740403;0;"Via Gemmo";"11";715999;96399;4;0;0
740406;0;"Via Giulio Vicari";"12";718493;96220;2;0;0
740408;0;"Via Gerolamo Vegezzi";"1";717190;95912;6;0;0
740413;0;"Via Giuseppe Motta";"14";717037;95816;7;0;0
740413;1;"Via San Lorenzo";"4";717037;95816;7;0;0
740414;0;"Via Giuseppe Motta";"12";717047;95831;7;0;0
740417;0;"Via Giuseppe Motta";"7";717062;95855;5;0;0
740417;1;"Via Pessina";"9";717062;95855;5;0;0
740420;0;"Via Giuseppe Motta";"1";717067;95881;6;0;0
740427;0;"Via Giacomo Luvini";"7";717157;95907;6;2;0
740428;0;"Via Giacomo Luvini";"5";717158;95894;6;0;0
740429;0;"Via Giovanni Ferri";"21";717723;97030;1;0;0
740431;0;"Via Giovanni Ferri";"18";717695;96987;1;0;0
740440;0;"Via Giosuè Carducci";"1";717318;95971;3;0;0
740441;0;"Via Guglielmo Canevascini";"28";716026;96294;2;0;0
740446;0;"Via Giuseppe Bagutti";"14";717559;97027;6;0;0
740448;0;"Via Giovan Battista Pioda";"14";717413;96263;7;0;0
740449;0;"Via Giovan Battista Pioda";"11";717373;96232;9;0;0
740449;1;"Via Serafino Balestra";"4";717373;96232;9;0;0
740450;0;"Via Giovan Battista Pioda";"9";717372;96201;7;0;0
740451;0;"Via Giovan Battista Pioda";"4";717365;96085;5;0;0
740455;0;"Via Francesco Somaini";"5";717576;96216;7;0;0
740459;0;"Via Francesco Soave";"5";717133;95877;4;0;0
740463;0;"Via Emilio Bossi";"2a";717285;96185;7;0;0
740463;1;"Via Emilio Bossi";"2b";717285;96185;7;0;0
740463;2;"Via Pretorio";"16";717285;96185;7;0;0
740464;0;"Via Emilio Bossi";"1";717313;96201;7;0;0
740466;0;"Via Dufour";"4";717215;96388;5;0;0
740491;0;"Via Domenico Fontana";"14";716589;94593;3;0;0
740503;0;"Via Ceresio di Suvigliana";"36";718839;96228;2;0;0
740511;0;"Via Cattedrale";"2";717055;95908;5;0;0
740512;0;"Via Castausio";"8";717378;97036;2;0;0
740513;0;"Via Castausio";"6";717356;96974;2;4;0
740521;0;"Via Canova";"16";717383;95896;5;0;0
740526;0;"Via Canova";"1";717210;95848;6;0;0
740533;0;"Via Cai";"4";720689;96670;4;2;1
740534;0;"Via Cai";"1";720649;96661;2;0;0
740543;0;"Via Carlo Frasca";"1";717465;96087;1;0;0
740552;0;"Via Besso";"42a";716456;96224;3;0;0
740553;0;"Via Besso";"42";716426;96168;3;0;0
740558;0;"Via Berna";"8";717192;96528;4;2;0
740564;0;"Via Beltramina";"5";717698;97330;1;0;0
740582;0;"Via Bertaro Lambertenghi";"1";717630;96306;4;2;0
740585;0;"Via Ludovico Ariosto";"5";717137;96041;6;0;0
740591;0;"Via alla Valletta";"4";716492;94716;2;1;0
740600;0;"Via alla Campagna";"24";717661;97277;3;1;0
740603;0;"Via alla Campagna";"4";717633;97080;6;0;0
740604;0;"Via alla Campagna";"2a";717640;97047;7;0;0
740633;0;"Via al Nido";"15";716548;96271;3;0;0
740634;0;"Via al Nido";"3";716488;96181;3;0;0
740636;0;"Via al Forte";"4";717319;95993;4;0;0
740640;0;"Via al Chioso";"8";717970;96377;6;0;0
740644;0;"Via al Chioso";"3";717907;96392;2;0;0
740654;0;"Via Antonio Olgiati";"6";717266;96714;3;0;0
740654;1;"Via Antonio Olgiati";"8";717266;96714;3;0;0
740657;0;"Via Adolfo e Oscar Torricelli";"17";717554;97721;4;0;0
740661;0;"Via Angelo Baroffio";"2";716893;96137;4;0;0
740670;0;"Strada di Gandria";"6";719124;95603;1;0;0
740680;0;"Sentiero di Gandria";"2";719876;95600;2;0;1
740717;0;"Piazzetta San Carlo";"2";717076;95753;6;0;1
740718;0;"Piazzale di Besso";"5";716750;96018;7;0;0
740718;1;"Via Basilea";"20a";716750;96018;7;0;0
740718;2;"Via Basilea";"20";716750;96018;7;0;0
740723;0;"Piazza dell'Indipendenza";"4";717520;95959;3;0;0
740724;0;"Piazza della Riforma";"10";717195;95840;5;0;0
740725;0;"Piazza della Riforma";"9";717163;95854;5;0;0
740726;0;"Piazza della Riforma";"6";717142;95841;6;0;0
740728;0;"Piazza della Riforma";"2";717146;95784;5;0;0
740729;0;"Piazza della Riforma";"1";717172;95792;5;0;0
740729;1;"Piazza Riziero Rezzonico";"1";717172;95792;5;0;0
740729;2;"Piazza Alessandro Manzoni";"1";717172;95792;5;0;0
740730;0;"Piazza Dante Alighieri";"10";717169;95977;4;0;0
740731;0;"Piazza Dante Alighieri";"7";717157;95951;7;0;0
740733;0;"Piazza Cioccaro";"7";717011;95908;7;2;0
740733;1;"Piazza Cioccaro";"11";717011;95908;7;6;1
740733;2;"Piazza Cioccaro";"9";717011;95908;7;0;0
740735;0;"Piazza Cioccaro";"5";717056;95883;6;0;0
740736;0;"Piazza Cioccaro";"3";717075;95880;5;0;0
740743;0;"Corso Elvezia";"36";717595;96679;5;0;0
740745;0;"Corso Elvezia";"25";717504;96372;5;0;0
740746;0;"Corso Elvezia";"23";717503;96359;6;0;0
740747;0;"Corso Elvezia";"14";717517;96238;7;0;0
740749;0;"Corso Elvezia";"4";717512;96107;5;0;0
740751;0;"Corso Enrico Pestalozzi";"21a";717391;96049;2;0;0
740751;1;"Corso Enrico Pestalozzi";"21b";717391;96049;2;0;0
740752;0;"Corso Enrico Pestalozzi";"21";717371;96061;3;0;0
740754;0;"Corso Enrico Pestalozzi";"9";717272;96082;7;0;0
740755;0;"Corso Enrico Pestalozzi";"6";717197;96078;5;0;0
740772;0;"Contrada di Sassello";"4";717082;95809;5;0;0
740773;0;"Contrada di Sassello";"2";717079;95800;6;1;0
740773;1;"Via Nassa";"2";717079;95800;6;0;0
740795;0;"Via Caprino";"23";719367;93537;2;0;1
746372;0;"Via Pian Scairolo";"14";715742;93775;4;0;0
746414;0;"Strada dal Mator";"3";715939;94002;2;1;0
746790;0;"Via San Salvatore";"13";716577;93617;3;2;0
746892;0;"Via alla Sguancia";"9";716084;93754;2;0;0
746968;0;"Via Minudra";"1";716435;93415;2;0;0
748478;0;"Via alla Bozzoreda";"42";718391;98089;9;0;0
748558;0;"Via Industria";"9";718214;97849;3;0;2
748692;0;"Via Merlecco";"8";718424;97846;5;0;0
748695;0;"Via Merlecco";"1";718531;97956;1;0;0
748696;0;"Via Giovanni Maraini";"38";718564;98543;1;0;0
748699;0;"Via Giuseppe Guioni";"15";718560;97579;2;0;0
748701;0;"Via alla Bozzoreda";"46";718273;98124;2;0;0
748719;0;"Strada di Pregassona";"33";719010;97741;2;1;0
748726;0;"Via Boschina";"2";718099;97392;6;0;0
748726;1;"Via Fola";"4";718099;97392;6;21;0
748729;0;"Via Arbostra";"19";718665;98144;2;0;0
748730;0;"Via Arbostra";"2";718488;98017;3;0;0
751273;0;"Strada della Castellanza";"10";719626;101337;2;0;0
751273;1;"Salída dra Pòsta vésgia";"1";719626;101337;2;1;0
751361;0;"Strécia dra Colombéra";;720117;101980;2;0;0
751381;0;"Ra Risciáda";"1";720047;101947;3;0;1
751553;0;"Strécia di Can";"3";720078;101886;2;1;0
751554;0;"Strada della Castellanza";;719631;101474;1;0;0
751572;0;"Piázza di Polé";"1";720159;101860;3;1;0
751572;1;"Piázza Gránda";"8";720159;101860;3;0;1
751583;0;"Stradón";"23";720168;101907;3;1;0
751589;0;"Stráda dra Cavéta";"1";719362;101414;2;1;0
751661;0;"Sonvico";;719187;102072;1;0;1
753764;0;"Colla";;724884;106000;;0;0
753852;0;"Colla";;724888;106554;;0;0
754816;0;"Via Merlina";"18";718076;96881;2;1;0
754826;0;"Via la Santa";"33";718237;96776;3;3;0
754889;0;"Via Emilio Rava";"1";718299;96859;8;35;0
754957;0;"Via Guggirolo";"1";718446;96726;7;29;7
755355;0;"Via Pietro Capelli";"9";717859;96523;4;0;0
755366;0;"Via Luganetto";"5";717889;96588;7;0;0
755368;0;"Via la Santa";"37";718295;96856;1;0;0
755379;0;"Via Boscioro";"7";717963;97019;2;0;0
755390;0;"Via al Lido";"11";718147;96487;1;0;0
755394;0;"Via al Campanile";"6";718861;97175;2;0;0
755472;0;"Ra Stráda de Cavárga";"4";720393;101347;2;0;0
1630296;0;"Via S. Marta";"2";715904;90522;;0;0
1630340;0;"Piazza di Ciona";"5";716337;91656;1;1;0
9060180;0;"Via al Fiume";"10";718134;97050;4;0;0
9062125;0;"Strada Bagiòn";"4";715571;94001;1;0;0
9062127;0;"Via Pian Scairolo";"38";715515;93315;3;0;0
9062129;0;"Via Pian Scairolo";"48";715482;93227;1;0;0
9062396;0;"Via Ronco";"2";715834;90249;2;1;1
9062517;0;"Capo San Martino";"271";717593;93533;4;0;0
9068039;0;"Piazza Dante Alighieri";"1";717149;95927;6;0;0
9068039;1;"Via Giacomo Luvini";"9";717149;95927;6;0;0
9068041;0;"Via Castausio";"2c";717391;96876;7;0;0
9068041;1;"Via Trevano";"7";717391;96876;7;18;0
9068041;2;"Via Trevano";"7a";717391;96876;7;15;1
9068042;0;"Via Giovan Battista Pioda";"5";717355;96128;7;0;0
9068045;0;"Via Giuseppe Bagutti";"8";717550;96948;2;0;0
9068045;1;"Via Giuseppe Petrini";"7";717550;96948;2;0;0
9068045;2;"Via Giuseppe Bagutti";"10";717550;96948;2;0;0
9068045;3;"Via Giuseppe Petrini";"9";717550;96948;2;0;0
9068046;0;"Via Baldassare Longhena";"52";717316;97290;4;1;0
11100226;0;"Via Figino";"14";715057;91574;2;0;0
11100228;0;"Via Cantonale";"48";714316;90143;1;0;0
11100229;0;"Via Cantonale";"25";714905;90487;1;0;0
11100235;0;"Via Garone";"4";715068;91485;1;0;0
11100237;0;"Via Mugnee";"2";714346;90185;1;0;0
11100239;0;"Via al Municipio";"21";714551;91003;3;12;0
11100242;0;"Via Soreso";"6";714620;90696;;0;0
11100248;0;"Via San Carlo";"10";714721;90496;1;0;0
11100259;0;"Via Cadepiano";"28";714962;91584;4;0;0
11100260;0;"Via Cantonale";"16";715200;91587;1;0;0
11100314;0;"Via Principale";"53";715986;90568;4;0;1
11100315;0;"Via Principale";"55";715967;90525;;0;0
11100326;0;"Certara";;725040;105183;;0;0
11100330;0;"Cimadera";;724322;104313;;0;0
11100387;0;"Strada Ponte di Valle";"26";719097;99546;2;0;0
11100387;1;"Via Favadìn";"13";719097;99546;2;0;0
11100389;0;"Via al Ram";"1";719371;99480;2;0;0
11100392;0;"Strada Cantonale";"33";719296;99274;2;0;0
11100700;0;"Via Pian Scairolo";"13";715636;93569;1;0;0
11100700;1;"Via Pian Scairolo";"15";715636;93569;1;0;0
11100704;0;"Via alla Sguancia";"11";716072;93716;1;0;0
11100705;0;"Via Pian Scairolo";"47";715508;92999;3;9;7
11100708;0;"Via Pian Scairolo";"9";715707;93715;4;0;0
11100712;0;"Via Senago";"17";715656;93399;2;1;0
11100876;0;"Maglio di Colla";;724465;105440;;0;0
11100877;0;"Maglio di Colla";;724524;105463;;0;0
11100881;0;"Maglio di Colla";;724530;105376;;0;0
11100890;0;"Ra Stráda de Cruísc";"7";720451;101643;2;0;0
11100897;0;"Via Raccord";"3";721224;96128;3;0;0
11102085;0;"Piazza del Municipio";"2";719865;100618;3;0;0
11102088;0;"Piazza Don F. Canonica";"1";719834;100575;2;0;0
11102093;0;"Via Lucia";"1";719697;100594;2;1;0
11102095;0;"Via dei Circoli";"22";719870;100681;1;0;0
11102096;0;"Piazza Sant'Agata";"2";719825;100589;3;0;0
11102098;0;"Via Centro Scolastico";"14";719322;100472;3;0;0
11102102;0;"Via Campagna di Dassone";"1";719585;101055;2;0;1
11102121;0;"Via Stazione";"3";719764;100534;3;0;0
11102434;0;"Via al Fiume";"9";718137;97111;7;19;1
11102434;1;"Via al Fiume";"9a";718137;97111;7;19;2
11102434;2;"Via al Fiume";"9b";718137;97111;7;13;1
11102537;0;"Via Boschina";"3";718082;97447;2;0;0
11102538;0;"Via Boschina";"5";718085;97478;1;0;0
11102539;0;"Via Boschina";"7";718088;97510;1;1;0
11102541;0;"Via Industria";"18";718215;97692;6;0;0
11102545;0;"Via Fola";"15";718000;97210;1;0;0
11102546;0;"Via Fola";"12";718027;97408;2;0;0
11102551;0;"Via Giovanni Maraini";"3";718311;98183;1;0;0
11102552;0;"Via alla Bozzoreda";"48";718315;98238;1;0;0
11102553;0;"Via Terzerina";"11";718591;98268;4;12;0
11102553;1;"Via Terzerina";"9";718591;98268;4;12;0
11102666;0;"Via Pian Scairolo";"36";715518;93362;2;0;0
11102667;0;"Via ai Pree";"8";715419;93352;2;0;0
11102672;0;"Strada Vedrisèll";"2";715513;93812;1;0;0
11102675;0;"Via Pian Scairolo";"54";715451;93071;1;0;0
11102722;0;"Strécia di Can";"1";720077;101886;2;0;1
11102724;0;"Sonvico";;719225;102301;1;0;0
11102725;0;"Stradón";"17";720207;101967;1;0;0
11102830;0;"Piázza dra Stazzión";"6";719540;101278;3;1;0
11102935;0;"Sentiero alla Cava";"4";719840;94080;3;0;0
11102938;0;"Viottolo Centrale";"8";719229;95588;3;1;0
11102940;0;"Contrada Vecchio Municipio";"1";719210;95581;5;0;0
11102941;0;"Piazza Emilio Bossi";"1";718659;96017;1;0;0
11102944;0;"Piazza dell'Indipendenza";"1";717435;95965;5;0;0
11102945;0;"Via Pietro Bianchi";"2";717456;96048;6;1;0
11102945;1;"Piazza dell'Indipendenza";"9";717456;96048;6;0;0
11102958;0;"Via Giuseppe Bagutti";"6";717525;96825;3;0;0
11102958;1;"Via Rinaldo Simen";"9";717525;96825;3;0;0
11102962;0;"Via Serafino Balestra";"17";717530;96308;7;0;0
11102963;0;"Via Serafino Balestra";"31";717752;96292;7;0;0
11102966;0;"Via Beltramina";"4";717572;97320;6;0;0
11102966;1;"Via Trevano";"62";717572;97320;6;5;0
11102972;0;"Via Cantonale";"1a";717037;96151;5;1;0
11102975;0;"Via Cassarinetta";"27";716452;94398;4;0;0
11103001;0;"Via Maggio";"1";717926;96331;5;0;0
11103001;1;"Via Maggio";"1a";717926;96331;5;0;0
11103001;2;"Via Maggio";"1b";717926;96331;5;0;0
11103001;3;"Via Maggio";"1c";717926;96331;5;0;0
11103001;4;"Via al Chioso";"2";717926;96331;5;0;0
11103005;0;"Via Moncucco";"7";716474;95977;5;0;0
11103006;0;"Via Ferruccio Pelli";"1";717095;96171;7;0;0
11103007;0;"Via Ferruccio Pelli";"3";717114;96211;7;0;0
11103010;0;"Via Nassa";"19";717052;95598;5;0;0
11103010;1;"Vicolo Nassetta";"2";717052;95598;5;0;1
11103024;0;"Via Serafino Balestra";"22b";717724;96261;7;0;0
11103028;0;"Via San Gottardo";"13";716885;96240;3;0;0
11103040;0;"Viale Castagnola";"8";718196;96077;2;0;0
11103043;0;"Via Foce";"9";717985;95784;2;0;0
11103044;0;"Viale Castagnola";"6";718121;95992;1;0;0
11103055;0;"Via Pretorio";"2";717207;96002;5;0;0
11103062;0;"Via Guglielmo Canevascini";"5";716171;96387;6;0;0
11103181;0;"Corso Elvezia";"21";717504;96329;7;0;0
11103181;1;"Via Serafino Balestra";"15a";717504;96329;7;16;1
11103186;0;"Via Aprica";"16";716609;95637;3;10;1
11103580;0;"Via Pian Scairolo";"1";715847;93727;2;0;0
11131938;0;"Via alla Foce";"2a";713626;89884;2;1;0
11131939;0;"Via alla Foce";"21";713705;89853;3;1;0
11131940;0;"Via al Piano";"1";713837;90062;2;2;0
11131942;0;"Via Privata";"5";713939;90008;2;0;0
11131943;0;"Via alla Foce";"7b";713867;89927;3;2;0
11131944;0;"Via delle Scuole";"32";714165;90148;2;1;0
11131945;0;"Via Cantonale";"52";714245;90125;3;4;1
11131947;0;"Via San Carlo";"24a";714648;90479;2;1;0
11131948;0;"Via Cantonale";"30";714822;90454;3;2;0
11131949;0;"Via Cernesio";"10";714814;90464;2;0;0
11131950;0;"Via Cernesio";"8";714821;90470;2;1;0
11131951;0;"Via Cernesio";"1";714841;90527;2;1;0
11131952;0;"Via al Municipio";"16";714607;91057;3;0;0
11131958;0;"Via dei Balconi";"5";714641;90915;2;0;0
11131959;0;"Via Soreso";"13";714670;90749;3;3;0
11131960;0;"Via Campolungo";"2";715093;90921;2;1;0
11131961;0;"Via Cadepiano";"12";714766;91258;3;3;1
11131962;0;"Via Campolungo";"5";715087;91005;2;1;0
11131963;0;"Via Rampiga";"1";715086;91118;3;4;0
11131964;0;"Via Cantonale";"13";715092;90835;3;1;0
11131965;0;"Via Garone";"1";715071;91444;2;0;0
11131966;0;"Via Cantonale";"18";715229;91511;2;1;0
11131967;0;"Via Cantonale";"2";715194;91684;3;1;0
11131968;0;"Via al Municipio";"22";714646;91145;3;3;0
11131970;0;"Via Cadepiano";"2";714669;91167;3;2;0
11131971;0;"Via Cadepiano";"4";714675;91176;3;1;0
11131972;0;"Corte di Sotto Cadepiano";"3";714694;91175;3;1;0
11131973;0;"Corte di Sotto Cadepiano";"2";714711;91173;3;1;0
11131974;0;"Via Prati Botta";"5a";714686;91115;2;1;0
11131975;0;"Via Cernesio";"4";714812;90487;3;4;0
11131976;0;"Via San Carlo";"13";714654;90412;2;2;0
11131977;0;"Via al Piano";"7a";713826;89965;2;0;1
11131977;1;"Via al Piano";"7e";713826;89965;2;1;0
11131977;2;"Via al Piano";"7d";713826;89965;2;1;0
11131977;3;"Via al Piano";"7c";713826;89965;2;0;1
11131977;4;"Via al Piano";"7b";713826;89965;2;0;1
11131978;0;"Via Casoro";"5";713871;90054;2;1;0
11131979;0;"Via Cantonale";"22";715192;91385;2;1;0
11131982;0;"Via Vigano";"1";714782;91235;2;2;0
11131983;0;"Via Cantonale";"4a";715210;91620;2;1;0
11131983;1;"Via Cantonale";"4";715210;91620;2;0;0
11131984;0;"Via San Carlo";"17";714575;90338;3;3;0
